PG.ProteinGroups,"[1] 1_2-A,1_1_9293","[2] 3_2-A,2_1_9297","[3] 4_2-A,3_1_9281","[4] 5_2-A,4_1_9305","[5] 6_2-A,5_1_9287","[6] 7_2-A,6_1_9303","[8] 9_2-A,8_1_9288","[9] 10_2-A,9_1_9292","[10] 12_2-A,10_1_9299","[11] 15_2-A,11_1_9280","[12] 16_2-A,12_1_9308","[13] 17_2-B,1_1_9284","[14] 23_2-B,2_1_9289","[15] 25_2-B,3_1_9304","[16] 26_2-B,4_1_9282","[17] 27_2-B,5_1_9296","[18] 28_2-B,6_1_9283","[19] 29_2-B,7_1_9307","[20] 34_2-B,8_1_9309","[21] 42_2-B,9_1_9294","[22] 43_2-B,10_1_9302","[23] 44_2-B,11_1_9300","[24] 46_2-B,12_1_9301","[25] 47_2-C,1_1_9285","[26] 53_2-C,2_1_9310","[27] 56_2-C,3_1_9290","[28] 57_2-C,4_1_9306","[29] 58_2-C,5_1_9291","[30] 61_2-C,6_1_9298","[31] QC01_2-C,7_1_9279","[32] QC02_2-C,8_1_9295","[33] QC03_2-C,9_1_9311"
A0A0R4IAD0,141.4161682,116.1515427,136.5636749,163.9545288,128.1813965,141.3109131,102.2155685,107.0189056,109.3536835,129.8066406,147.4990387,148.9113617,100.623024,110.5732651,99.20780182,103.2133713,115.9321594,93.67537689,100.4886475,75.4637146,100.9941177,102.512146,119.2162552,111.7537766,128.158844,117.0737381,114.1586685,117.496376,144.0335846,122.4194336,92.87580109,121.468338
A0A0R4IAD9,67.3897934,80.70657349,197.7826691,158.4966583,176.1347351,120.9246063,166.760437,105.0182648,123.4281387,115.3789291,75.71746063,143.58638,85.6463089,149.5995941,241.0164337,165.0908203,207.5351257,231.9646606,127.1927261,182.0359955,158.4729004,191.1366272,172.1159973,186.723114,117.9443817,122.3108215,166.2277527,128.9496613,140.6609344,195.264267,135.8553925,142.5845337
A0A0R4IAE2,411.0482483,415.4437256,408.9143066,416.0031738,409.8849182,396.9190979,407.4702759,411.2608948,417.1702271,421.7319031,411.6983643,405.0694885,406.9160156,413.9445496,424.77771,404.4376221,417.8524475,381.1743469,398.8840332,407.111084,397.7443542,413.6141663,397.9612122,406.9346313,371.5088196,418.4562683,404.1395569,419.2267151,403.2597656,425.1854553,387.7014465,389.5649109
A0A0R4IAH0,143.7079163,141.6118927,163.4571838,149.6067352,147.6026611,144.5054169,145.2545624,145.5721283,145.3131409,167.0972443,148.1844635,154.5394592,149.6629181,145.1089478,155.9255371,135.3510132,151.0939941,142.072937,146.2078247,150.249939,148.049942,156.254364,147.4249115,154.9259033,157.2878418,163.3002319,151.210968,155.2831573,161.6256714,159.502243,154.0948944,170.6991577
A0A0R4IAX0,103.2927017,128.0013275,144.4819336,132.2834778,138.8433838,127.3942566,141.9730835,131.6448059,132.2641296,128.0722198,129.2393341,151.0599365,142.2491302,143.9888153,144.0136719,121.0706558,144.0363159,120.7245255,131.4372406,130.3877563,133.9088898,154.0062408,147.5509186,158.3439178,138.6563568,143.2648468,127.2282791,136.6503296,137.6430206,136.271637,133.8703613,131.2506714
A0A0R4IAZ9,601.5910645,567.8203735,627.1107788,550.1411743,583.1942749,595.6878052,615.6227417,609.992981,622.7936401,622.857605,638.2662354,622.2526245,592.1850586,628.100708,645.9968262,621.9575806,588.4938965,571.8928223,599.4641724,585.0144653,634.2156372,609.104126,596.8630371,633.0577393,593.2987671,633.5162354,629.1113892,669.5736084,631.5367432,661.3043823,618.02948,597.1605835
A0A0R4IB13,162.2550049,137.4959717,149.1003571,161.7315979,145.1312408,178.4956665,145.7913818,170.2940979,172.4349213,204.3072662,163.541153,164.7018585,162.2276917,159.5787354,164.7981567,160.839325,120.7615204,144.5306854,155.5908051,142.6130524,153.5772705,138.326355,151.4083099,163.8844757,167.0677948,170.9479523,163.4737701,177.127121,159.6836243,150.6213074,164.6054993,183.0491791
A0A0R4IB49,29.63169861,26.44661713,NaN,26.16675758,20.42349815,36.52976227,20.05963135,31.36900902,24.65210342,24.93451881,22.45335388,32.7131958,39.21852112,26.7689476,29.96259308,35.30540085,19.67848206,26.46539497,31.06070137,NaN,22.70724869,27.36820984,30.39626884,23.96303558,22.12985611,31.3204155,19.96107864,60.1693573,29.97782135,24.04690742,25.75881958,28.71440887
A0A0R4IB93,65.50765991,55.44248199,53.7339325,58.91718292,57.50843811,63.33282471,49.4806633,45.05598068,55.74106216,61.95510483,48.7304306,61.77021408,55.17970657,45.76356125,59.3117485,47.28994751,46.17727661,55.01183319,52.26165009,49.12041473,52.17108917,45.4105835,50.00972366,52.16340637,49.71109009,64.81230164,47.99870682,56.47508621,52.22636032,57.53957367,45.40547943,63.07898331
A0A0R4IBE2,81.39871979,62.89173508,67.47106934,70.16739655,61.68323135,76.2433548,58.03506851,58.95156097,45.93854904,73.95630646,43.36120987,45.30113602,80.81355286,61.60945511,71.27318573,43.56749725,57.62162781,55.75830078,49.91620255,57.36455917,58.98394012,63.26169205,59.20703125,83.81082153,53.49438858,72.84937286,59.71427155,70.36158752,64.13374329,73.76661682,65.37901306,69.95671082
A0A0R4IBJ2,80.55853271,93.11495972,74.30104065,62.67922974,67.63575745,88.85365295,91.67404175,79.49120331,89.63890839,61.15126038,94.83243561,74.85562897,83.53250122,78.30258942,55.49184418,76.53408813,72.44525146,74.29875946,67.32094574,71.72520447,65.17250824,84.74601746,92.5066452,64.24750519,67.8923645,60.66674805,81.58453369,68.90650177,93.94744873,78.43461609,80.30551147,65.62142944
A0A0R4IBK5,91.77362061,87.59766388,178.9705658,112.2448349,67.06852722,NaN,150.4498291,93.83065796,124.13237,118.6989288,119.7529221,72.22068787,106.1293488,86.78286743,141.9753571,90.83370972,183.9412537,103.8662109,122.118576,NaN,106.7454376,95.10608673,108.3885956,121.4104233,139.3271179,89.49533081,98.33152771,103.3286209,94.23236084,135.2421112,NaN,82.58489227
A0A0R4IBS6,42.04693604,32.87244415,57.02083206,44.06436157,53.81864929,25.06834221,46.03291321,38.71056747,53.36568069,40.72109604,42.90019226,64.0655365,64.94636536,42.405056,34.0305481,33.10009003,40.6927681,51.5633049,38.40929413,34.26298904,55.53628922,57.50141525,43.53429031,59.63120651,44.89129639,41.74540329,46.42568207,44.40736771,65.37763214,60.36110687,55.96839142,45.35348511
A0A0R4IBS8,28.75318527,19.34505463,21.18177032,NaN,37.93511581,NaN,38.63788605,32.98284531,27.87162209,NaN,NaN,NaN,45.13574982,25.57323265,10.43271637,31.96456146,22.25533295,31.22814751,20.08647919,27.37872124,26.69657135,31.22764969,14.51976681,NaN,21.09292412,NaN,26.67347908,NaN,NaN,48.09561539,NaN,NaN
A0A0R4IBT0,462.757019,471.6185913,399.1282959,416.1152954,447.0574341,480.1489563,428.9211426,452.633667,449.2012939,441.1860962,472.3786621,473.3635864,489.8629761,451.7467041,426.1257019,413.3392639,446.1163635,517.5562744,469.4571838,424.2772522,467.9148865,446.5794678,465.8373413,477.9601135,473.6491089,418.0493164,458.7033081,504.77948,456.2226563,482.6152649,437.4009094,447.3903809
A0A0R4IBX9,1514.747192,1654.882324,2079.352539,1511.971069,1459.421143,1682.79248,1196.050903,1546.037964,1541.07666,2565.013428,1462.169678,1757.864258,1437.505249,1453.09375,1798.777466,1394.991455,1595.137451,1124.308594,1129.013428,1193.229858,1129.261841,1263.882446,1140.431152,1599.730103,1472.556641,1293.213745,1342.29126,1813.056885,1320.249268,3730.013428,1412.936401,1473.203369
A0A0R4IC20,416.6550293,351.3003845,402.1278381,367.2381592,254.4112244,364.3226013,274.0849609,310.2845764,361.7083435,470.7086182,328.1929626,374.2612,298.990448,327.0212402,401.8068848,230.5745544,365.8469543,260.3829956,266.1647949,299.0791626,312.6167603,283.2046509,335.5099487,300.4073181,377.0875854,334.2025146,296.3692627,365.6798401,354.6074829,389.93573,267.8232727,359.755249
A0A0R4IC31,1203.742065,1136.0896,1143.859131,969.8052979,921.3410034,1174.243164,962.427063,979.4300537,963.8866577,1042.240479,1020.96283,1038.913208,1008.064148,1093.092163,1139.147949,1137.861816,1116.858154,1006.042419,1139.556885,1128.952393,1149.970093,1050.768066,939.2894287,1145.124756,1122.12085,1162.537964,1092.749146,1209.306274,1191.801514,1064.567749,1129.446777,1128.407715
A0A0R4IC35,384.3061829,352.791748,357.3365479,360.746521,350.6786804,332.8393555,366.0802612,347.4624329,337.6765137,342.0796814,336.4753723,339.1617126,369.5396423,355.3406067,369.4757996,322.683136,353.2758484,336.5488586,339.7934875,352.7420959,330.225769,335.2960205,334.3978882,366.3865051,360.3156433,294.7088013,333.4883423,372.9744873,343.9308472,357.9306946,350.2175903,367.5195923
A0A0R4IC37;A0A8M1NHR0,154.5503998,144.5310516,128.5149384,143.430954,138.1577148,141.144516,141.8241119,143.2666473,150.692337,145.2224579,141.9993744,142.0790405,151.0608521,142.4937439,146.232666,142.039566,143.1768494,139.8990021,137.860672,142.2210999,151.7802734,139.5810547,143.6455688,163.0707245,144.550354,143.4540558,143.6759186,156.4699097,158.4904022,148.4722748,136.2316132,156.8891144
A0A0R4IC81,49.14444733,46.99327469,48.49832153,58.36139679,54.70705795,47.46610641,52.6871109,47.48392105,53.54492188,46.4052887,42.60303879,57.41585922,48.53532028,51.68917465,49.93046951,51.38347244,52.49922943,51.84541702,46.62313461,55.97722244,53.47005844,47.15203857,58.46237564,56.4716301,47.71350861,54.35411453,59.10969925,56.29932785,49.01537323,56.1922226,46.235466,51.8743248
A0A0R4ICC7,47.15670395,34.6191597,56.53927612,49.90079117,33.05414963,48.12669754,53.00714111,44.7151413,55.67514801,54.69805527,49.24204254,69.59169006,49.55546951,48.62908554,65.40768433,53.39926147,60.26110458,88.51022339,75.89234161,56.45991135,58.37246323,58.16631317,50.09379959,47.16295242,51.71442413,60.74082947,58.70671844,45.10382843,53.4811821,68.03944397,55.62614822,59.66700363
A0A0R4ICD5,34.58172226,21.02398109,31.49459457,36.27218246,32.46189499,31.68214798,27.08818245,28.5347271,33.86642075,31.66263199,35.20651627,31.10160828,35.34890747,29.28621101,35.19333267,32.84566116,28.70308495,36.06092453,31.50416946,35.58347321,26.1690712,32.94581223,30.20617294,33.66807938,31.1736927,31.90791321,27.80281639,47.95856857,34.14936447,31.05369377,32.1866188,28.10759926
A0A0R4ICI5,34.22549057,38.82290268,33.36973572,34.35695267,39.6987114,29.9273243,37.23456573,32.51499939,32.39386749,35.75650406,39.10097885,45.99786377,34.99730682,38.13338852,33.72388077,35.53888321,42.44039536,41.56071472,32.15485764,40.77483368,38.28219986,39.83615112,33.52865982,36.95915985,38.88261032,45.11628342,34.0268631,44.00717545,46.19385529,42.81996536,33.98498154,34.19124603
A0A0R4ICL4,29.56949806,11.69921303,15.70838642,NaN,NaN,NaN,14.42498016,NaN,NaN,15.94094753,11.35492802,NaN,10.39327145,12.27867222,NaN,NaN,NaN,7.459983826,8.296515465,8.338971138,NaN,NaN,NaN,NaN,14.21870708,6.292616367,16.88249588,NaN,NaN,NaN,NaN,NaN
A0A0R4ICN6,27.9642868,19.59696198,15.3490057,NaN,8.62550354,NaN,20.11063957,14.27422905,15.78896427,10.76180649,16.14701462,24.02554321,31.29748344,13.12885284,21.24254608,20.56347084,13.52546597,16.11587334,12.78815746,18.57666016,11.44755936,13.09087658,11.23222446,NaN,19.01039886,19.13787651,25.32237816,31.14371872,11.48788261,16.13618469,24.51106453,41.26450348
A0A0R4ICR8,1072.721313,1163.263672,1080.545532,1061.383789,1275.746948,1141.566406,1272.810303,1259.592407,1327.732178,1192.666748,1196.515137,1300.408813,1266.391235,1331.10791,1277.049072,1420.441162,1207.094604,1254.759033,1294.497925,1313.590576,1378.131226,1256.264893,1301.612427,1226.20752,1241.70105,1275.495605,1362.467773,945.5838013,1321.931763,1212.763184,1299.806274,1190.846313
A0A0R4ICZ3,43.14608002,39.79844284,23.96641541,NaN,27.90268517,NaN,31.5355835,27.45726395,24.32597542,23.38652802,23.09180832,NaN,NaN,24.02124214,26.06693268,21.95301628,34.47888947,30.3121891,27.18018913,22.98692703,30.21250916,28.32996368,31.63283539,NaN,36.2868042,NaN,38.19983673,NaN,33.07886505,38.91846848,30.69950485,15.08751392
A0A0R4ID09,100.2337646,113.3041382,109.9884491,144.1867828,85.59580994,152.1083221,104.169426,118.5562897,119.7983475,104.5958328,137.6583405,136.3356628,149.2887878,100.4627151,126.1884766,93.55875397,100.0335159,90.53143311,111.7513351,105.5131378,112.2575607,90.88121033,90.95962524,127.3164902,124.9253464,138.8881989,107.5584869,122.9920273,118.2048264,127.4407425,91.1465683,122.0433197
A0A0R4ID68,3286.01709,2955.58374,2751.29834,2925.851807,2715.299805,3022.543457,2824.070313,3062.12793,2968.75415,2906.726318,3116.422852,2871.249512,3232.855225,3040.995117,2891.576416,2877.058594,2939.771484,2665.778564,3089.603516,3079.626465,3099.056641,3072.357178,3073.267578,2592.562256,3291.518066,3082.654785,3133.886719,2602.615234,3262.976807,2917.335938,2936.520264,3019.712646
A0A0R4ID81,150.7825317,143.9910889,141.5587158,132.7371979,116.3094864,153.7611542,120.0800018,114.2239304,108.9361115,143.6924286,124.5783615,126.6641922,126.2372894,111.2342911,140.9581909,117.4341354,119.2560272,107.1290359,122.9228363,119.095787,118.8101578,118.8602142,120.3499374,132.0167236,117.8293457,156.7791138,134.9624786,137.3224182,121.3571625,126.0644836,134.1233826,133.3887787
A0A0R4ID82,723.1029663,718.9574585,694.5731812,729.3760376,715.4539795,721.9476318,713.5091553,788.1245117,776.1755981,674.6732178,712.7186279,692.9240723,734.7201538,772.3435059,764.8991699,621.1104736,737.8328247,670.6931763,716.3818359,691.4338989,746.2501831,730.0150146,733.5593872,651.7229614,761.3850098,725.1820679,761.7374878,721.7897339,689.1282959,672.9810181,698.2828369,792.1998291
A0A0R4IDC4,14.55414677,3.955054522,NaN,NaN,3.903257608,11.30387306,NaN,NaN,NaN,12.11009884,25.36310959,21.62517929,7.803977013,NaN,NaN,NaN,NaN,NaN,35.00605011,3.012019157,NaN,NaN,NaN,NaN,8.380216599,NaN,5.975172043,NaN,12.2181139,7.580386162,7.300229549,4.460783005
A0A0R4IDF6,5258.157715,4627.044434,5557.416016,5992.530762,4582.524414,6868.136719,4914.331543,5140.36084,5644.699707,6321.622559,5153.974609,5316.257813,5353.076172,4867.112305,5112.666016,4645.645508,5287.85791,6441.837402,4886.394043,5207.485352,4481.70459,5180.559082,4850.038574,6078.998047,4857.630859,5059.490723,5396.693359,7763.55127,5125.250977,5815.09375,5624.386719,6059.776855
A0A0R4IDG7,34.6981926,23.83991241,28.00750923,NaN,13.59631729,NaN,32.03137207,22.49153137,45.00876617,22.45190239,36.12464523,44.24108887,32.18032074,34.7968483,17.8752079,29.61545563,36.33488464,56.77565384,50.64550781,30.69377327,NaN,41.45257568,36.51263046,22.48052979,32.66835785,24.99697113,32.92232895,34.56947327,31.33825684,31.70204926,28.97376823,23.18084335
A0A0R4IDX7,32.54536057,28.21190643,37.11091995,26.14611244,26.40213203,28.72501564,33.65076065,45.63409805,46.44836807,36.55982971,39.4392128,51.86856842,40.23839188,30.65018082,44.27255249,35.76869965,34.4234314,28.65727806,38.25494003,40.13357162,37.95502472,40.022789,55.28500748,56.32810211,45.97947311,35.22377396,41.70402145,44.43034744,37.15004349,46.42406082,35.71929932,40.74757004
A0A0R4IDX9,39.63809967,30.70648384,59.40763855,51.79000854,30.27250099,57.51840591,NaN,62.11975861,52.79104996,87.99675751,97.51070404,56.20648193,28.04278564,45.73159409,31.45507813,67.98366547,54.47523117,73.41772461,80.56895447,51.22030258,68.52897644,99.67796326,43.78588104,49.70650482,50.37720108,46.71982574,44.50592422,50.60754013,40.53400803,45.75391769,40.92694855,52.50617981
A0A0R4IDY8;U3JAQ6,191.7813416,128.2657928,149.2232361,157.8758545,147.3761749,149.069931,135.4055328,156.8777924,156.883606,145.7382813,116.5418854,140.3769379,147.0715332,138.9864349,146.121933,140.6495819,122.9442062,125.5749207,133.5343628,139.8791962,162.8544617,132.2982483,154.402359,143.2227936,147.6107483,154.2715912,136.1629333,165.2861633,145.3395386,139.9650574,144.2167969,129.1990204
A0A0R4IE73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.229348183,NaN,NaN,NaN,NaN,7.258277893,NaN,3.555488586,7.722016335,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.054959297,NaN
A0A0R4IE78,91.39141846,74.75293732,72.09181976,77.58448792,64.47084808,55.32958603,67.39732361,70.81365967,70.91950226,63.04560471,69.81272888,77.54411316,60.30421066,74.84260559,75.94068146,66.6394577,71.63084412,64.04948425,60.15035248,76.58475494,66.55330658,68.31526947,59.33553696,62.37906647,75.19686127,93.85884094,69.56365204,85.68824768,71.16785431,66.57000732,65.76958466,75.40735626
A0A0R4IE87,63.80966949,24.97421646,9.404603004,119.2881012,24.64216042,61.36780548,16.75121117,20.89920616,23.07986832,10.57841492,29.53239632,18.36394691,15.47574615,42.74419022,15.1744585,44.21156693,22.35446167,15.50982952,18.98446083,15.92381954,38.62613678,31.81145477,34.58761215,18.86981964,40.53099823,26.94625664,33.4533844,30.74943733,27.0175457,4.116808891,30.15459251,55.02433395
A0A0R4IEQ0,2128.611328,2033.187256,2050.876953,2058.642334,2017.770142,1987.799316,1929.916626,2159.022461,2041.918457,1954.424316,2124.942871,2047.68457,2233.355469,1984.613403,1923.304932,2090.370361,2100.945557,2284.059082,2220.689453,2018.29187,1906.892944,1979.847534,2027.49292,1948.110962,2123.971924,2224.083008,2118.945313,1702.715088,1995.485229,2000.699707,1955.927734,2033.828125
A0A0R4IES7;B8JIA1,144.8459473,142.8213348,131.1396484,161.8304443,146.4358673,154.7319183,138.9029388,138.6423798,141.967514,135.0692139,140.8604126,148.4031525,151.7723389,145.4746246,136.6217957,148.5794983,139.0118103,137.970459,133.4261627,145.1610107,144.5735779,142.3115692,137.0961151,150.6594696,133.377533,149.8986816,147.4259491,157.6218567,138.4447021,149.3842316,139.0897217,159.2827148
A0A0R4IEU4,996.2009888,1060.757813,1064.700195,1060.360474,1051.223633,1138.954468,1017.778992,1083.793701,1050.601563,1090.335449,1036.167114,1147.802246,1094.751465,981.6776123,956.9163208,1044.61792,1026.161743,924.1227417,975.4537354,1045.429199,953.0889282,1063.391846,985.3942871,1050.98291,996.0714722,1114.85376,989.6993408,1139.993164,1033.321655,1036.392578,983.0333252,1066.621826
A0A0R4IEW8,4221.040527,3641.769043,3642.905518,3542.805908,3356.862305,3721.071289,3743.919678,3617.076416,3715.253906,3685.385498,3706.728271,3897.283203,3513.218018,3676.908447,3842.544922,3587.731934,3737.761719,3365.893799,3570.644775,3644.523926,3634.799316,3731.671143,3823.766357,3754.099365,4036.612305,3716.215332,3834.261719,4096.700684,3793.702637,3676.389404,3683.211426,3756.622559
A0A0R4IF65,NaN,18.35101128,16.33693314,12.08361626,10.9066515,18.16459274,12.13089848,11.38237,13.73282814,14.34545803,16.01817703,13.70487118,20.91117668,14.09078789,18.52757454,11.99082375,11.04978561,15.34930038,10.15010166,12.06138611,16.98875999,11.05668163,13.33116913,NaN,20.83968925,NaN,12.28726768,19.85168076,18.21917725,24.52890396,13.21722317,17.65250015
A0A0R4IFI0,424.2214661,403.991394,411.8440552,447.0645752,405.6524353,411.1951904,407.8072815,415.0618286,418.6460266,435.1367188,392.5790405,443.5879517,429.8795776,408.4125671,441.9512634,398.7334595,400.4755249,390.2480469,390.1817017,440.3837585,412.3230286,403.8887024,413.8797302,459.2988586,421.6018982,433.2475586,420.6152039,483.6452026,429.3572083,399.1386108,416.9697571,421.1114197
A0A0R4IFJ1,302.6509094,275.6220703,324.8516846,285.0734863,278.9138184,308.8449707,260.97229,279.6242676,281.4434509,286.6904297,281.987793,324.4810486,278.4450073,262.348053,294.5108948,287.2688293,270.0862427,236.2009888,282.1045532,290.8765259,271.9459839,267.3709717,264.5404663,282.4145203,312.167572,281.8660583,280.4186707,372.0216064,305.3868408,295.9414063,298.1436157,292.4877625
A0A0R4IFJ3,514.9668579,385.5201721,335.9492493,384.5686951,450.4514465,344.2485657,363.6365967,393.1425781,422.8883362,412.4296875,405.6060791,380.5324707,445.8693237,437.3769836,446.9070435,431.6803894,434.6033936,193.0334015,432.881958,384.5022888,521.432373,379.0162354,426.4706726,424.6630554,489.1969299,500.2851257,447.104187,320.3579102,500.9106445,453.4441223,407.101593,422.7771912
A0A0R4IFJ4,5212.987305,4761.707031,4948.450684,5033.431152,4811.138672,5337.116211,4800.762695,4907.05957,5021.179688,4992.465332,4998.233887,5290.583008,4641.066895,4810.069824,5485.969727,4804.788574,4693.261719,5020.074707,4704.864258,5121.34668,4880.589355,4885.135742,5047.445313,5088.540039,5588.243652,5297.466309,5015.311523,4973.975586,4991.865234,5013.483887,4941.330566,5043.794434
A0A0R4IFJ7,68.90491486,78.77302551,65.53150177,59.21274948,86.67113495,53.03973007,70.21502686,63.74604034,49.89242172,63.49171066,63.89515686,52.31848907,105.0692291,74.50509644,63.98734283,62.40558624,39.94215775,61.24731827,80.29611969,98.96773529,47.05792999,61.24954605,67.16363525,71.35547638,58.91159439,53.29743195,62.49545288,73.32155609,57.48571396,60.69762802,56.31365204,61.05589294
A0A0R4IFY5,39.44565582,23.41283226,24.58833694,37.96897507,37.23974609,34.92988205,30.79061699,31.9459877,33.1468277,67.06659698,72.86850739,39.00255585,24.12454414,25.51831627,35.3307724,39.17854309,35.46910858,54.14256287,24.67246819,28.48597527,37.16712952,29.94291306,18.29018211,52.84849167,29.14909172,33.89795303,33.4813385,37.45397949,25.84187698,44.26841736,30.09244347,24.35343933
A0A0R4IG09,668.9451294,753.4342041,741.7480469,570.8803711,632.4122925,745.8907471,624.0809326,709.0748291,685.6296997,683.25354,711.0039673,640.1472168,639.1454468,577.7828369,606.1102905,559.3286743,595.6890869,551.3950806,593.2091675,554.3695068,647.392395,655.3790283,646.2965088,754.7949219,664.4987793,630.7548218,595.6835938,660.7271729,594.9459839,657.9330444,612.8137207,636.6710815
